sec_duration,danceability,energy,key,loudness,valence,tempo,color_code
0.2482758620689655,0.7020000000000001,0.598,0.2727272727272727,0.4094316652784008,0.8059999999999999,0.6097680353802855,"rgb(140,20,21)"
0.2896551724137931,0.547,0.586,0.2727272727272727,0.8102774396104312,0.631,0.05635673955984401,"rgb(40,116,175)"
0.22758620689655173,0.611,0.7020000000000001,0.45454545454545453,0.6285641058499392,0.33,0.08466621217683147,"rgb(157,34,54)"
0.2689655172413793,0.772,0.562,0.9090909090909091,0.6668802460434421,0.953,0.8920149632038036,"rgb(204,0,1)"
0.42758620689655175,0.527,0.748,0.0,0.7326199782149037,0.929,0.6425350044574962,"rgb(51,57,116)"
0.25517241379310346,0.6809999999999999,0.85,0.8181818181818182,0.7308259114499904,0.87,0.13575261768664668,"rgb(152,30,50)"
0.2206896551724138,0.711,0.45,0.7272727272727273,0.581662074710066,0.631,0.7672225426958239,"rgb(160,7,46)"
0.4206896551724138,0.489,0.815,0.2727272727272727,0.5848016915486641,0.48100000000000004,0.10157847815826733,"rgb(157,34,54)"
0.0,0.877,0.635,0.9090909090909091,0.6531684500544627,0.672,0.09631688429737614,"rgb(5,36,77)"
0.2689655172413793,0.629,0.657,0.9090909090909091,0.6958416095341834,0.42,0.049932700543639706,"rgb(242,99,33)"
0.09655172413793103,0.523,0.537,0.9090909090909091,0.6554110335106041,0.485,0.8397049312147115,"rgb(186,12,47)"
0.1724137931034483,0.6859999999999999,0.594,0.6363636363636364,0.731722944832447,0.938,0.11932106210778401,"rgb(10,51,160)"
0.38620689655172413,0.528,0.823,0.9090909090909091,0.7032741718459666,0.9109999999999999,0.8986138060027618,"rgb(78,42,132)"
0.2620689655172414,0.6609999999999999,0.873,0.7272727272727273,0.8749919907733709,0.509,0.766733092104113,"rgb(230,24,55)"
0.18620689655172415,0.8170000000000001,0.78,0.2727272727272727,0.7837508810149293,0.9670000000000001,0.7014438792455467,"rgb(102,0,0)"
0.4068965517241379,0.614,0.426,0.36363636363636365,0.0,0.833,0.6344415893159927,"rgb(241,186,41)"
0.25517241379310346,0.384,0.892,0.45454545454545453,0.5323252386749535,0.31,0.7614365374866711,"rgb(115,0,10)"
0.1793103448275862,0.6409999999999999,0.9540000000000001,0.9090909090909091,0.9980777856090215,0.363,0.7288356320030766,"rgb(249,131,1)"
1.0,0.695,0.938,0.45454545454545453,0.9778304606907157,0.44,0.44988375548446863,"rgb(80,0,0)"
0.12413793103448276,0.441,0.626,0.45454545454545453,0.849618760812456,0.7390000000000001,0.05586728896813323,"rgb(183,134,6)"
0.3931034482758621,0.649,0.9840000000000001,0.9090909090909091,0.787915678862049,0.532,0.7147464471131153,"rgb(123,0,44)"
0.35172413793103446,0.491,0.762,0.18181818181818182,0.791247517139745,0.675,0.6963745695456848,"rgb(242,104,42)"
0.21379310344827587,0.409,0.866,0.7272727272727273,0.8789004933683603,0.42200000000000004,0.6439159543412518,"rgb(8,44,137)"
0.4482758620689655,0.66,0.557,0.2727272727272727,0.6439418209777664,0.7140000000000001,0.6082297620920514,"rgb(95,45,54)"
0.2827586206896552,0.495,0.665,0.2727272727272727,0.6577176907797784,0.73,0.7225863967696261,"rgb(165,145,84)"
0.36551724137931035,0.545,0.8,0.9090909090909091,0.7114115461011085,0.485,0.6466079325956612,"rgb(201,0,32)"
0.31724137931034485,0.6509999999999999,0.713,0.2727272727272727,0.45287371051451286,0.6890000000000001,0.07956194172041876,"rgb(231,92,36)"
0.07586206896551724,0.512,0.971,0.2727272727272727,0.8546165182289999,0.0852,0.8048665373118673,"rgb(123,175,212)"
0.3793103448275862,0.489,0.7809999999999999,0.09090909090909091,0.7304414685717947,0.40700000000000003,0.21510479486776082,"rgb(204,0,1)"
0.5724137931034483,0.465,0.847,0.0,0.7394118023963606,0.271,0.11552782002202529,"rgb(27,65,132)"
0.4,0.568,0.4,0.36363636363636365,0.13455500736848858,0.705,0.6278427465170345,"rgb(247,81,21)"
0.10344827586206896,0.518,0.534,0.09090909090909091,0.6948164285256615,0.7290000000000001,0.4044959532924291,"rgb(244,124,25)"
0.30344827586206896,0.516,0.6990000000000001,0.45454545454545453,0.6622669315050939,0.7709999999999999,0.5882234691558723,"rgb(106,44,62)"
0.2896551724137931,0.575,0.307,0.7272727272727273,0.6668802460434421,0.401,0.706504448756271,"rgb(159,126,57)"
